top up,,,,,
ENSG00000181852,11.750.459.853.669,0.421664521,0.000178504,F8VNZ6,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|ARBA:ARBA00004906}.
ENSG00000109814,176.340.559.723.791,0.394534326,0.000223232,O60701,"PATHWAY: Nucleotide-sugar biosynthesis/ UDP-alpha-D-glucurote biosynthesis/ UDP-alpha-D-glucurote from UDP-alpha-D-glucose: step 1/1. {ECO:0000269|PubMed:21502315, ECO:0000269|PubMed:21961565, ECO:0000269|PubMed:22123821, ECO:0000269|PubMed:23106432, ECO:0000269|PubMed:25478983, ECO:0000269|PubMed:27966912, ECO:0000269|PubMed:30420606, ECO:0000269|PubMed:30457329}."
ENSG00000144228,440.115.985.017.036,0.508273079,0.000228817,Q6IQ16,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000120254,131.649.187.057.114,-0.637426134,0.000267034,A0A087WVM4,PATHWAY: One-carbon metabolism/ tetrahydrofolate interconversion. {ECO:0000256|ARBA:ARBA00004777}.
ENSG00000120254,131.649.187.057.114,-0.637426134,0.000267034,B7ZM99,PATHWAY: One-carbon metabolism/ tetrahydrofolate interconversion. {ECO:0000256|ARBA:ARBA00004777}.
ENSG00000120254,131.649.187.057.114,-0.637426134,0.000267034,Q6UB35,PATHWAY: One-carbon metabolism/ tetrahydrofolate interconversion. {ECO:0000269|PubMed:16171773}.
ENSG00000162694,889.562.745.082.643,-0.403962991,0.000305287,Q9UBQ6,PATHWAY: Glycan metabolism/ heparan sulfate biosynthesis.
ENSG00000148356,310.696.560.430.888,-0.588165844,0.000332461,Q6UWE0,"PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:15256501, ECO:0000269|PubMed:23245322}."
ENSG00000114480,350.484.579.303.992,0.374001179,0.000352584,Q04446,"PATHWAY: Glycan biosynthesis/ glycogen biosynthesis. {ECO:0000269|PubMed:26199317, ECO:0000269|PubMed:8463281, ECO:0000269|PubMed:8613547}."
ENSG00000165092,540.033.442.391.804,-0.577735392,0.000359005,P00352,PATHWAY: Cofactor metabolism/ retinol metabolism. {ECO:0000250|UniProtKB:P51647}.
ENSG00000005812,138.129.156.557.411,0.470692706,0.000375042,Q9UKT7,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000182179,75.875.911.072.366,-0.452439626,0.000387057,P41226,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:11157743}.
ENSG00000164172,932.957.332.308.013,-0.454577218,0.000403572,O96033,PATHWAY: Cofactor biosynthesis/ molybdopterin biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03051}.
ENSG00000164172,932.957.332.308.013,-0.454577218,0.000403572,O96007,PATHWAY: Cofactor biosynthesis/ molybdopterin biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03052}.
ENSG00000164172,932.957.332.308.013,-0.454577218,0.000403572,E9PKT9,"PATHWAY: Cofactor biosynthesis/ molybdopterin biosynthesis. {ECO:0000256|ARBA:ARBA00005046, ECO:0000256|HAMAP-Rule:MF_03051}."
ENSG00000103150,183.248.884.100.242,0.711120684,0.000409393,O95822,PATHWAY: Metabolic intermediate biosynthesis/ acetyl-CoA biosynthesis/ acetyl-CoA from malonyl-CoA: step 1/1.
ENSG00000164122,180.622.217.038.247,239.752.125.071.326,0.000452159,Q8WWX0,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000164122,180.622.217.038.247,239.752.125.071.326,0.000452159,A0A5F9ZHS2,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|ARBA:ARBA00004906}.
ENSG00000155827,126.587.892.184.921,-0.375372023,0.000468017,Q5VTR2,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000155827,126.587.892.184.921,-0.375372023,0.000468017,C9J0A5,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|RuleBase:RU365038}.
ENSG00000155827,126.587.892.184.921,-0.375372023,0.000468017,C9JWJ4,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|RuleBase:RU365038}.
ENSG00000155827,126.587.892.184.921,-0.375372023,0.000468017,C9JXC9,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|RuleBase:RU365038}.
ENSG00000095303,149.670.731.556.912,0.636839027,0.000496907,P23219,PATHWAY: Lipid metabolism/ prostaglandin biosynthesis. {ECO:0000269|PubMed:7947975}.
ENSG00000183696,935.593.660.263.769,-114.273.955.866.272,0.000510211,Q16831,PATHWAY: Pyrimidine metabolism/ UMP biosynthesis via salvage pathway/ uracil from uridine (phosphorylase route): step 1/1. {ECO:0000305}.
ENSG00000070610,752.979.612.684.231,0.418304728,0.00051976,Q9HCG7,"PATHWAY: Lipid metabolism/ sphingolipid metabolism. {ECO:0000269|PubMed:17080196, ECO:0000269|PubMed:30308956, ECO:0000305|PubMed:32144204}./ PATHWAY: Steroid metabolism/ cholesterol metabolism. {ECO:0000305|PubMed:32144204}."
ENSG00000130338,508.970.812.993.335,-0.456223876,0.000567384,Q9NRJ4,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000130338,508.970.812.993.335,-0.456223876,0.000567384,A0A087WYH3,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000256|ARBA:ARBA00004906}.
ENSG00000056586,135.911.595.538.408,0.350899877,0.000578165,Q9HBD1,"PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:24448648, ECO:0000269|PubMed:26489670}."
ENSG00000165195,134.214.016.145.555,0.861434742,0.000609663,P37287,PATHWAY: Glycolipid biosynthesis/ glycosylphosphatidylinositol-anchor biosynthesis. {ECO:0000269|PubMed:16162815}.
ENSG00000166123,300.702.560.209.101,-0.589672513,0.000635703,Q8TD30,PATHWAY: Amino-acid degradation/ L-alanine degradation via transamise pathway/ pyruvate from L-alanine: step 1/1.
ENSG00000166123,300.702.560.209.101,-0.589672513,0.000635703,H3BU54,PATHWAY: Amino-acid degradation/ L-alanine degradation via transamise pathway/ pyruvate from L-alanine: step 1/1. {ECO:0000256|ARBA:ARBA00025708}.
ENSG00000196511,447.655.832.030.511,-12.355.778.141.547,0.000635703,F5GZG6,PATHWAY: Cofactor biosynthesis/ thiamine diphosphate biosynthesis/ thiamine diphosphate from thiamine: step 1/1. {ECO:0000256|ARBA:ARBA00005078}.
ENSG00000196511,447.655.832.030.511,-12.355.778.141.547,0.000635703,Q9H3S4,PATHWAY: Cofactor biosynthesis/ thiamine diphosphate biosynthesis/ thiamine diphosphate from thiamine: step 1/1. {ECO:0000269|PubMed:11342111}.
ENSG00000128274,121.490.974.842.879,0.51275452,0.000673245,Q9NPC4,PATHWAY: Glycolipid biosynthesis. {ECO:0000305|PubMed:10748143}.
ENSG00000124615,474.346.413.755.333,0.462435311,0.000679299,Q9NZB8,PATHWAY: Cofactor biosynthesis/ molybdopterin biosynthesis.
ENSG00000183010,314.616.219.591.008,-0.769119155,0.000738396,P32322,PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1.
ENSG00000183010,314.616.219.591.008,-0.769119155,0.000738396,J3KQ22,"PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|ARBA:ARBA00005205, ECO:0000256|RuleBase:RU003903}."
ENSG00000183010,314.616.219.591.008,-0.769119155,0.000738396,J3QKT4,"PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|ARBA:ARBA00005205, ECO:0000256|RuleBase:RU003903}."
ENSG00000183010,314.616.219.591.008,-0.769119155,0.000738396,E2QRB3,PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|ARBA:ARBA00005205}.
ENSG00000183010,314.616.219.591.008,-0.769119155,0.000738396,J3QL24,PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|ARBA:ARBA00005205}.
ENSG00000007944,334.097.102.072.427,-0.501210776,0.000748979,Q8WY64,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000078070,529.997.753.289.708,0.528389996,0.000757852,Q96RQ3,"PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000269|PubMed:17360195, ECO:0000269|PubMed:32561715}."
ENSG00000137869,594.010.452.884.588,123.902.785.402.882,0.000818957,P11511,"PATHWAY: Steroid hormone biosynthesis. {ECO:0000269|PubMed:20385561, ECO:0000269|PubMed:22773874}."
ENSG00000144583,196.082.530.188.834,0.76718642,0.00082878,Q9P2E8,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000119523,78.841.536.931.982,0.378527645,0.000941723,Q9H553,PATHWAY: Protein modification/ protein glycosylation. {ECO:0000269|PubMed:12684507}.
ENSG00000124357,114.824.795.696.003,-0.350972114,0.000987128,Q9UJ70,PATHWAY: Amino-sugar metabolism/ N-acetylneuramite degradation. {ECO:0000269|PubMed:22692205}.
ENSG00000135241,945.132.687.778.166,0.517137947,0.001090433,Q9NP80,PATHWAY: Phospholipid metabolism. {ECO:0000305|PubMed:15908428}.
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,A0A804F6T5,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,A0A804F729,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,A0A8V8TMM5,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,A0A8V8TNX9,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,B4DNK4,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BQ34,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BTN5,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997, ECO:0000256|RuleBase:RU000504}."
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BT25,PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997}.
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BTJ2,PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997}.
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BU13,PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997}.
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,H3BUW1,PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000256|ARBA:ARBA00004997}.
ENSG00000067225,196.042.136.644.424,-0.369688752,0.00118266,P14618,"PATHWAY: Carbohydrate degradation/ glycolysis/ pyruvate from D-glyceraldehyde 3-phosphate: step 5/5. {ECO:0000269|PubMed:15996096, ECO:0000269|PubMed:1854723}."
ENSG00000073756,687.205.205.391.321,-141.468.811.543.686,0.001235955,P35354,"PATHWAY: Lipid metabolism/ prostaglandin biosynthesis. {ECO:0000269|PubMed:26859324, ECO:0000269|PubMed:27226593}."
ENSG00000185880,579.743.992.545.495,-0.458312215,0.001249238,Q86WT6,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000138744,197.525.847.892.889,0.670969243,0.001277364,Q02083,"PATHWAY: Lipid metabolism/ fatty acid metabolism. {ECO:0000269|PubMed:15655246, ECO:0000269|PubMed:17980170, ECO:0000269|PubMed:18793752, ECO:0000269|PubMed:22040171, ECO:0000269|PubMed:30301806}."
ENSG00000115159,697.266.487.410.392,0.531580519,0.001340798,P43304,PATHWAY: Polyol metabolism/ glycerol degradation via glycerol kise pathway/ glycerone phosphate from sn-glycerol 3-phosphate (aerobic route): step 1/1. {ECO:0000269|PubMed:9070847}.
ENSG00000198721,9.220.489.778.258,-0.367444749,0.001824113,O75521,PATHWAY: Lipid metabolism/ fatty acid beta-oxidation. {ECO:0000269|PubMed:10419495}.
ENSG00000151632,618.931.140.995.167,-0.727585453,0.001939796,B4DK69,PATHWAY: Steroid metabolism. {ECO:0000256|ARBA:ARBA00004854}.
ENSG00000151632,618.931.140.995.167,-0.727585453,0.001939796,P52895,PATHWAY: Steroid metabolism. {ECO:0000269|PubMed:14672942}.
ENSG00000076604,256.877.295.479.999,-0.537162661,0.001952148,Q9BUZ4,"PATHWAY: Protein degradation/ proteasomal ubiquitin-dependent pathway. {ECO:0000269|PubMed:31076633, ECO:0000269|PubMed:32357935, ECO:0000269|PubMed:33991522}."
ENSG00000006534,110.437.020.706.977,0.431266617,0.001979223,P43353,PATHWAY: Alcohol metabolism/ ethanol degradation/ acetate from ethanol: step 2/2.
ENSG00000176387,16.228.498.961.942,-291.076.343.486.404,0.002031344,P80365,PATHWAY: Steroid metabolism. {ECO:0000305}.
ENSG00000156804,373.050.572.033.983,107.479.636.628.895,0.002242669,Q969P5,PATHWAY: Protein modification/ protein ubiquitition.
ENSG00000049239,617.994.785.747.619,0.382947794,0.002297557,O95479,"PATHWAY: Carbohydrate degradation/ pentose phosphate pathway/ D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 1/3. {ECO:0000269|PubMed:12858176, ECO:0000269|PubMed:18628520, ECO:0000269|PubMed:23132696}./ PATHWAY: Carbohydrate degradation/ pentose phosphate pathway/ D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 2/3. {ECO:0000250|UniProtKB:Q8CFX1}./ PATHWAY: Carbohydrate degradation/ pentose phosphate pathway/ D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage). {ECO:0000250|UniProtKB:Q8CFX1}."
ENSG00000136267,679.351.028.866.739,-358.348.038.274.201,0.002491243,B5MBY2,PATHWAY: Lipid metabolism/ glycerolipid metabolism. {ECO:0000256|ARBA:ARBA00005175}.
ENSG00000136267,679.351.028.866.739,-358.348.038.274.201,0.002491243,B5MCD5,PATHWAY: Lipid metabolism/ glycerolipid metabolism. {ECO:0000256|ARBA:ARBA00005175}.
ENSG00000136267,679.351.028.866.739,-358.348.038.274.201,0.002491243,Q9Y6T7,PATHWAY: Lipid metabolism/ glycerolipid metabolism. {ECO:0000305|PubMed:11719522}.
ENSG00000149541,339.868.132.718.821,0.434962346,0.002501364,O94766,PATHWAY: Protein modification/ protein glycosylation.
ENSG00000149541,339.868.132.718.821,0.434962346,0.002501364,E9PNA1,"PATHWAY: Protein modification/ protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU363127}."
ENSG00000149541,339.868.132.718.821,0.434962346,0.002501364,G3V150,"PATHWAY: Protein modification/ protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU363127}."
ENSG00000160870,195.756.407.234.075,-0.954031833,0.002543006,P24462,"PATHWAY: Steroid hormone biosynthesis. {ECO:0000269|PubMed:12865317, ECO:0000269|PubMed:14559847, ECO:0000269|PubMed:17178770}./ PATHWAY: Cofactor metabolism/ retinol metabolism. {ECO:0000269|PubMed:11093772}."
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A0D9SFE9,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A0S2Z5R4,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HHS4,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HIH3,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJ24,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJ31,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJ84,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJC1,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJL2,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJW2,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HJW5,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HKE8,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HL02,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,A0A804HLJ9,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,D6R9R1,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,D6RD67,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,D6RDF7,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00025711}.
ENSG00000131844,549.901.394.789.247,0.424085984,0.002577606,Q9HCC0,PATHWAY: Amino-acid degradation/ L-leucine degradation/ (S)-3-hydroxy-3-methylglutaryl-CoA from 3-isovaleryl-CoA: step 2/3. {ECO:0000269|PubMed:17360195}.
ENSG00000104331,258.761.346.501.917,0.310850232,0.002612713,Q9NX62,PATHWAY: Sulfur metabolism. {ECO:0000250|UniProtKB:Q80V26}.
ENSG00000111684,847.205.068.830.991,0.483338825,0.003263069,Q6P1A2,PATHWAY: Lipid metabolism/ phospholipid metabolism. {ECO:0000269|PubMed:18195019}.
ENSG00000181481,382.666.075.412.873,0.462061056,0.003436147,Q8IUD6,PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:31006531}.
ENSG00000183655,135.809.624.555.617,0.642526452,0.00365535,Q9H0H3,"PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:22578813, ECO:0000269|PubMed:27664236, ECO:0000269|PubMed:34491895}."
ENSG00000116406,166.303.514.583.254,0.35554518,0.00411569,Q9BZQ6,PATHWAY: Protein modification/ protein glycosylation. {ECO:0000250|UniProtKB:P32906}.
ENSG00000135437,914.936.230.585.104,-0.96923761,0.004139833,Q92781,PATHWAY: Cofactor metabolism/ retinol metabolism. {ECO:0000269|PubMed:9115228}.
ENSG00000099785,425.328.236.339.588,0.457934124,0.004386876,Q9P0N8,"PATHWAY: Protein modification/ protein ubiquitition. {ECO:0000269|PubMed:17980554, ECO:0000269|PubMed:23818989, ECO:0000269|PubMed:31142615}."
ENSG00000172292,429.130.829.078.503,0.510176069,0.004460001,Q6ZMG9,"PATHWAY: Lipid metabolism/ sphingolipid metabolism. {ECO:0000269|PubMed:17977534, ECO:0000269|PubMed:23530041, ECO:0000269|PubMed:26887952}."
ENSG00000143811,542.371.312.769.943,0.362218201,0.004523339,Q96C36,PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1.
ENSG00000143811,542.371.312.769.943,0.362218201,0.004523339,A0A087WTV6,PATHWAY: Amino-acid biosynthesis/ L-proline biosynthesis/ L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|ARBA:ARBA00005205}.
ENSG00000125247,264.771.925.399.608,-0.471352206,0.004668475,Q5T4D3,PATHWAY: Protein modification/ protein glycosylation. {ECO:0000269|PubMed:28973932}.
ENSG00000198805,989.937.487.074.349,0.683020393,0.005083425,G3V5M2,"PATHWAY: Purine metabolism/ purine nucleoside salvage. {ECO:0000256|ARBA:ARBA00005058, ECO:0000256|PIRNR:PIRNR000477}."
ENSG00000198805,989.937.487.074.349,0.683020393,0.005083425,A0A8V8TL37,PATHWAY: Purine metabolism/ purine nucleoside salvage. {ECO:0000256|ARBA:ARBA00005058}.
ENSG00000198805,989.937.487.074.349,0.683020393,0.005083425,G3V393,PATHWAY: Purine metabolism/ purine nucleoside salvage. {ECO:0000256|ARBA:ARBA00005058}.
ENSG00000198805,989.937.487.074.349,0.683020393,0.005083425,P00491,PATHWAY: Purine metabolism/ purine nucleoside salvage. {ECO:0000269|PubMed:9305964}.
ENSG00000162882,374.857.149.633.456,-10.636.005.541.938,0.005181493,P46952,"PATHWAY: Cofactor biosynthesis/ D(+) biosynthesis/ quinolite from L-kynurenine: step 3/3. {ECO:0000255|HAMAP-Rule:MF_03019, ECO:0000269|PubMed:28792876}."
ENSG00000103876,355.741.789.919.391,-0.430952205,0.005369117,P16930,PATHWAY: Amino-acid degradation/ L-phenylalanine degradation/ acetoacetate and fumarate from L-phenylalanine: step 6/6.
ENSG00000103876,355.741.789.919.391,-0.430952205,0.005369117,A0A804HJ13,PATHWAY: Amino-acid degradation/ L-phenylalanine degradation/ acetoacetate and fumarate from L-phenylalanine: step 6/6. {ECO:0000256|RuleBase:RU366008}.
ENSG00000103876,355.741.789.919.391,-0.430952205,0.005369117,A0A804HJX2,PATHWAY: Amino-acid degradation/ L-phenylalanine degradation/ acetoacetate and fumarate from L-phenylalanine: step 6/6. {ECO:0000256|RuleBase:RU366008}.
