,#gene_id,transcript_id,sprot_Top_BLASTX_hit,Raiz_Seca_logFC,logCPM,PValue,FDR
30,TRINITY_DN1022_c1_g1,TRINITY_DN1022_c1_g1_i4,EF115_ARATH,0,8562,4,8528,9,22E-13,4,17E-11
31,TRINITY_DN1024_c0_g1,TRINITY_DN1024_c0_g1_i2,Y1490_ARATH,-0,7027,4,3442,1,50E-08,2,53E-07
32,TRINITY_DN10276_c0_g1,TRINITY_DN10276_c0_g1_i1,PPX2_ARATH,-0,5825,4,2593,4,79E-07,5,73E-06
33,TRINITY_DN10276_c0_g1,TRINITY_DN10276_c0_g1_i1,PPX2_ARATH,-0,5825,4,2593,4,79E-07,5,73E-06
34,TRINITY_DN10286_c0_g1,TRINITY_DN10286_c0_g1_i21,LHT1_ARATH,1,2592,2,6656,1,95E-03,9,27E-03
35,TRINITY_DN10320_c0_g1,TRINITY_DN10320_c0_g1_i9,FD6E2_SOYBN,0,3428,4,3526,4,43E-03,1,89E-02
36,TRINITY_DN10320_c0_g1,TRINITY_DN10320_c0_g1_i9,FD6E2_SOYBN,0,3428,4,3526,4,43E-03,1,89E-02
37,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i15,GID1C_ARATH,-3,4409,4,2841,1,11E-22,6,19E-20
38,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i15,GID1C_ARATH,-3,4409,4,2841,1,11E-22,6,19E-20
39,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i16,GID1C_ARATH,-1,414,5,2156,8,51E-08,1,25E-06
40,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i17,GID1C_ARATH,-2,1799,4,5133,1,40E-20,4,56E-18
41,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i7,GID1C_ARATH,-1,7708,4,8549,3,52E-21,1,30E-18
42,TRINITY_DN10393_c0_g1,TRINITY_DN10393_c0_g1_i7,GID1C_ARATH,-1,7708,4,8549,3,52E-21,1,30E-18
43,TRINITY_DN10395_c0_g1,TRINITY_DN10395_c0_g1_i2,MANA2_ARATH,1,5969,2,588,4,89E-04,2,78E-03
44,TRINITY_DN10397_c0_g1,TRINITY_DN10397_c0_g1_i11,RL74_ARATH,-9,4,2,4266,5,99E-08,8,84E-07
45,TRINITY_DN1042_c0_g1,TRINITY_DN1042_c0_g1_i6,BZIP9_ARATH,1,0431,4,8967,7,24E-15,5,59E-13
46,TRINITY_DN1043_c0_g1,TRINITY_DN1043_c0_g1_i9,SF3A1_ARATH,-0,4667,4,6218,4,94E-05,3,77E-04
47,TRINITY_DN1043_c0_g1,TRINITY_DN1043_c0_g1_i9,SF3A1_ARATH,-0,4667,4,6218,4,94E-05,3,77E-04
48,TRINITY_DN1043_c0_g1,TRINITY_DN1043_c0_g1_i9,SF3A1_ARATH,-0,4667,4,6218,4,94E-05,3,77E-04
49,TRINITY_DN10432_c0_g1,TRINITY_DN10432_c0_g1_i1,GONS5_ARATH,1,4272,3,517,2,39E-07,3,07E-06
50,TRINITY_DN10432_c0_g1,TRINITY_DN10432_c0_g1_i1,GONS5_ARATH,1,4272,3,517,2,39E-07,3,07E-06
51,TRINITY_DN10436_c0_g1,TRINITY_DN10436_c0_g1_i7,STY13_ARATH,1,8675,2,3892,4,89E-04,2,78E-03
52,TRINITY_DN10436_c0_g1,TRINITY_DN10436_c0_g1_i7,STY13_ARATH,1,8675,2,3892,4,89E-04,2,78E-03
53,TRINITY_DN10436_c0_g1,TRINITY_DN10436_c0_g1_i7,STY13_ARATH,1,8675,2,3892,4,89E-04,2,78E-03
54,TRINITY_DN1055_c0_g1,TRINITY_DN1055_c0_g1_i10,SBT17_ARATH,0,7522,3,6515,3,06E-05,2,37E-04
55,TRINITY_DN10573_c0_g1,TRINITY_DN10573_c0_g1_i16,B3GTA_ARATH,0,9147,4,7723,3,68E-12,1,44E-10
56,TRINITY_DN10573_c0_g1,TRINITY_DN10573_c0_g1_i16,B3GTA_ARATH,0,9147,4,7723,3,68E-12,1,44E-10
57,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i20,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
58,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i20,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
59,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i20,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
60,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i28,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
61,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i28,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
62,TRINITY_DN10614_c0_g1,TRINITY_DN10614_c0_g1_i28,AL3H1_ARATH,0,9239,5,0644,3,62E-15,2,98E-13
63,TRINITY_DN10625_c0_g1,TRINITY_DN10625_c0_g1_i15,NEP1_NEPGR,2,2082,6,8983,1,65E-04,1,09E-03
64,TRINITY_DN10629_c0_g1,TRINITY_DN10629_c0_g1_i11,WRK69_ARATH,-0,3983,4,3804,4,35E-03,1,86E-02
65,TRINITY_DN10647_c0_g1,TRINITY_DN10647_c0_g1_i9,4CLLA_ARATH,2,9965,5,1765,2,11E-11,7,05E-10
66,TRINITY_DN10653_c0_g1,TRINITY_DN10653_c0_g1_i5,CDPK8_ARATH,-0,6418,3,8239,1,53E-05,1,28E-04
67,TRINITY_DN10654_c1_g1,TRINITY_DN10654_c1_g1_i5,RNHX1_ARATH,-1,8288,3,2045,2,39E-07,3,07E-06
68,TRINITY_DN10685_c0_g1,TRINITY_DN10685_c0_g1_i19,ACOX3_ARATH,1,111,5,1345,1,33E-03,6,73E-03
69,TRINITY_DN10685_c0_g1,TRINITY_DN10685_c0_g1_i19,ACOX3_ARATH,1,111,5,1345,1,33E-03,6,73E-03
70,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i1,CIPKP_ARATH,-1,6482,6,0773,2,23E-04,1,45E-03
71,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i1,CIPKP_ARATH,-1,6482,6,0773,2,23E-04,1,45E-03
72,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i1,CIPKP_ARATH,-1,6482,6,0773,2,23E-04,1,45E-03
73,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i6,CIPK5_ARATH,-1,8805,5,0984,2,67E-06,2,76E-05
74,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i6,CIPK5_ARATH,-1,8805,5,0984,2,67E-06,2,76E-05
75,TRINITY_DN10704_c0_g1,TRINITY_DN10704_c0_g1_i6,CIPK5_ARATH,-1,8805,5,0984,2,67E-06,2,76E-05
76,TRINITY_DN1071_c0_g1,TRINITY_DN1071_c0_g1_i22,PLA15_ARATH,-2,7037,2,4392,1,53E-05,1,28E-04
77,TRINITY_DN1071_c0_g1,TRINITY_DN1071_c0_g1_i22,PLA15_ARATH,-2,7037,2,4392,1,53E-05,1,28E-04
78,TRINITY_DN1071_c0_g1,TRINITY_DN1071_c0_g1_i22,PLA15_ARATH,-2,7037,2,4392,1,53E-05,1,28E-04
79,TRINITY_DN1071_c0_g1,TRINITY_DN1071_c0_g1_i22,PLA15_ARATH,-2,7037,2,4392,1,53E-05,1,28E-04
80,TRINITY_DN1071_c0_g1,TRINITY_DN1071_c0_g1_i22,PLA15_ARATH,-2,7037,2,4392,1,53E-05,1,28E-04
81,TRINITY_DN1073_c0_g2,TRINITY_DN1073_c0_g2_i6,DRL28_ARATH,-0,6141,4,6799,1,88E-09,3,87E-08
82,TRINITY_DN10755_c0_g1,TRINITY_DN10755_c0_g1_i10,TP7_TOBAC,1,7445,3,094,3,83E-06,3,70E-05
83,TRINITY_DN10755_c0_g1,TRINITY_DN10755_c0_g1_i2,BETV6_BETPN,2,8983,5,7723,3,47E-08,5,46E-07
84,TRINITY_DN1077_c0_g1,TRINITY_DN1077_c0_g1_i14,ACD6_ARATH,-3,5009,4,1119,3,52E-21,1,30E-18
85,TRINITY_DN1077_c0_g1,TRINITY_DN1077_c0_g1_i22,ACD6_ARATH,-9,3066,4,9986,2,64E-11,8,80E-10
86,TRINITY_DN1077_c0_g1,TRINITY_DN1077_c0_g1_i22,ACD6_ARATH,-9,3066,4,9986,2,64E-11,8,80E-10
87,TRINITY_DN1077_c1_g1,TRINITY_DN1077_c1_g1_i20,ODO2A_ARATH,0,3193,4,1584,2,35E-03,1,10E-02
88,TRINITY_DN1077_c1_g1,TRINITY_DN1077_c1_g1_i20,ODO2A_ARATH,0,3193,4,1584,2,35E-03,1,10E-02
89,TRINITY_DN10784_c0_g1,TRINITY_DN10784_c0_g1_i3,TSJT1_TOBAC,1,7817,5,2402,2,85E-05,2,33E-04
90,TRINITY_DN10784_c0_g1,TRINITY_DN10784_c0_g1_i3,TSJT1_TOBAC,1,7817,5,2402,2,85E-05,2,33E-04
91,TRINITY_DN1081_c0_g1,TRINITY_DN1081_c0_g1_i10,UXS6_ARATH,2,5777,4,9128,5,24E-11,1,61E-09
92,TRINITY_DN1081_c0_g1,TRINITY_DN1081_c0_g1_i17,UXS5_ARATH,2,0382,5,6885,3,68E-06,3,70E-05
93,TRINITY_DN1081_c0_g1,TRINITY_DN1081_c0_g1_i17,UXS5_ARATH,2,0382,5,6885,3,68E-06,3,70E-05
94,TRINITY_DN1082_c1_g1,TRINITY_DN1082_c1_g1_i2,LRL12_ARATH,-1,9078,6,1985,6,45E-05,4,65E-04
95,TRINITY_DN1082_c1_g1,TRINITY_DN1082_c1_g1_i2,LRL12_ARATH,-1,9078,6,1985,6,45E-05,4,65E-04
96,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
97,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
98,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
99,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
100,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
101,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
102,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i5,LRL12_ARATH,-1,5417,2,9582,3,06E-05,2,37E-04
103,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
104,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
105,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
106,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
107,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
108,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
109,TRINITY_DN1082_c1_g2,TRINITY_DN1082_c1_g2_i9,LRL12_ARATH,-1,5488,3,4605,2,39E-07,3,07E-06
110,TRINITY_DN10827_c0_g2,TRINITY_DN10827_c0_g2_i2,JMT2_THECC,1,2208,5,5421,2,30E-04,1,50E-03
111,TRINITY_DN10833_c0_g1,TRINITY_DN10833_c0_g1_i1,Y5986_ARATH,-1,1631,3,4761,3,83E-06,3,70E-05
112,TRINITY_DN10833_c0_g1,TRINITY_DN10833_c0_g1_i1,Y5986_ARATH,-1,1631,3,4761,3,83E-06,3,70E-05
113,TRINITY_DN10851_c0_g1,TRINITY_DN10851_c0_g1_i11,APSR1_ARATH,-0,6816,3,5972,9,78E-04,5,06E-03
114,TRINITY_DN10851_c0_g1,TRINITY_DN10851_c0_g1_i11,APSR1_ARATH,-0,6816,3,5972,9,78E-04,5,06E-03
115,TRINITY_DN10851_c0_g1,TRINITY_DN10851_c0_g1_i11,APSR1_ARATH,-0,6816,3,5972,9,78E-04,5,06E-03
116,TRINITY_DN10875_c0_g1,TRINITY_DN10875_c0_g1_i1,RAE1C_ARATH,0,3517,4,6535,9,37E-03,3,63E-02
117,TRINITY_DN10879_c3_g1,TRINITY_DN10879_c3_g1_i1,ARFF_ARATH,-1,2991,5,4104,6,84E-07,8,15E-06
118,TRINITY_DN10918_c0_g1,TRINITY_DN10918_c0_g1_i9,PSDE_ARATH,0,7649,4,3957,1,50E-08,2,53E-07
119,TRINITY_DN10918_c0_g1,TRINITY_DN10918_c0_g1_i9,PSDE_ARATH,0,7649,4,3957,1,50E-08,2,53E-07
120,TRINITY_DN10918_c0_g2,TRINITY_DN10918_c0_g2_i2,PSDE_ARATH,-0,5057,3,9147,2,35E-03,1,10E-02
121,TRINITY_DN10964_c0_g1,TRINITY_DN10964_c0_g1_i29,SVP_ARATH,0,4727,4,2542,4,03E-04,2,42E-03
122,TRINITY_DN11002_c0_g1,TRINITY_DN11002_c0_g1_i7,RPD6A_ARATH,-1,7502,4,1796,5,78E-14,3,50E-12
123,TRINITY_DN11002_c0_g1,TRINITY_DN11002_c0_g1_i7,RPD6A_ARATH,-1,7502,4,1796,5,78E-14,3,50E-12
124,TRINITY_DN11005_c0_g1,TRINITY_DN11005_c0_g1_i3,AB20B_ARATH,-0,9085,4,5494,1,24E-07,1,71E-06
125,TRINITY_DN11024_c0_g2,TRINITY_DN11024_c0_g2_i9,PLDA1_RICCO,-0,7602,3,9798,9,57E-07,1,06E-05
126,TRINITY_DN11024_c0_g2,TRINITY_DN11024_c0_g2_i9,PLDA1_RICCO,-0,7602,3,9798,9,57E-07,1,06E-05
127,TRINITY_DN11032_c0_g1,TRINITY_DN11032_c0_g1_i7,SYQ_LUPLU,-2,7356,2,2481,6,11E-05,4,42E-04
128,TRINITY_DN11032_c0_g1,TRINITY_DN11032_c0_g1_i7,SYQ_LUPLU,-2,7356,2,2481,6,11E-05,4,42E-04
129,TRINITY_DN11032_c0_g1,TRINITY_DN11032_c0_g1_i7,SYQ_LUPLU,-2,7356,2,2481,6,11E-05,4,42E-04
130,TRINITY_DN11050_c0_g2,TRINITY_DN11050_c0_g2_i2,FLZ5_ARATH,-3,5944,5,8746,5,56E-08,8,66E-07
131,TRINITY_DN11050_c0_g2,TRINITY_DN11050_c0_g2_i3,FLZ6_ARATH,-3,0273,6,0347,5,30E-08,8,27E-07
132,TRINITY_DN1108_c0_g1,TRINITY_DN1108_c0_g1_i3,BXL1_ARATH,1,4651,6,2664,7,73E-03,3,09E-02
133,TRINITY_DN1108_c0_g2,TRINITY_DN1108_c0_g2_i1,BXL1_ARATH,2,3625,6,967,4,81E-05,3,68E-04
134,TRINITY_DN1108_c0_g2,TRINITY_DN1108_c0_g2_i1,BXL1_ARATH,2,3625,6,967,4,81E-05,3,68E-04
135,TRINITY_DN11101_c0_g1,TRINITY_DN11101_c0_g1_i3,GATL3_ARATH,-0,9665,2,898,9,77E-04,5,06E-03
136,TRINITY_DN1112_c0_g1,TRINITY_DN1112_c0_g1_i3,LHW_ARATH,-0,9563,4,6309,7,36E-12,2,69E-10
137,TRINITY_DN1113_c1_g1,TRINITY_DN1113_c1_g1_i1,Y5986_ARATH,1,5678,4,202,3,68E-12,1,44E-10
138,TRINITY_DN1113_c1_g1,TRINITY_DN1113_c1_g1_i1,Y5986_ARATH,1,5678,4,202,3,68E-12,1,44E-10
139,TRINITY_DN11137_c0_g1,TRINITY_DN11137_c0_g1_i16,APSR1_ARATH,-2,2097,4,741,5,54E-23,3,38E-20
140,TRINITY_DN11137_c0_g1,TRINITY_DN11137_c0_g1_i16,APSR1_ARATH,-2,2097,4,741,5,54E-23,3,38E-20
141,TRINITY_DN112_c0_g2,TRINITY_DN112_c0_g2_i15,ACCO_PRUMU,-1,1535,2,4234,3,91E-03,1,70E-02
142,TRINITY_DN112_c0_g2,TRINITY_DN112_c0_g2_i15,ACCO_PRUMU,-1,1535,2,4234,3,91E-03,1,70E-02
143,TRINITY_DN11243_c0_g1,TRINITY_DN11243_c0_g1_i35,CNG14_ARATH,1,3753,3,0627,3,06E-05,2,37E-04
144,TRINITY_DN11325_c0_g1,TRINITY_DN11325_c0_g1_i11,BH035_ARATH,-0,7672,4,4134,7,50E-09,1,36E-07
145,TRINITY_DN11325_c0_g1,TRINITY_DN11325_c0_g1_i11,BH035_ARATH,-0,7672,4,4134,7,50E-09,1,36E-07
146,TRINITY_DN11325_c0_g1,TRINITY_DN11325_c0_g1_i11,BH035_ARATH,-0,7672,4,4134,7,50E-09,1,36E-07
147,TRINITY_DN11341_c0_g1,TRINITY_DN11341_c0_g1_i23,IAA13_ARATH,-0,8495,3,2776,2,44E-04,1,51E-03
148,TRINITY_DN11341_c0_g1,TRINITY_DN11341_c0_g1_i34,IAA13_ARATH,-0,495,5,1625,1,87E-07,2,57E-06
149,TRINITY_DN11371_c0_g2,TRINITY_DN11371_c0_g2_i1,DI193_ARATH,-2,8233,3,5116,7,36E-12,2,69E-10
150,TRINITY_DN11371_c0_g2,TRINITY_DN11371_c0_g2_i1,DI193_ARATH,-2,8233,3,5116,7,36E-12,2,69E-10
151,TRINITY_DN11371_c0_g2,TRINITY_DN11371_c0_g2_i1,DI193_ARATH,-2,8233,3,5116,7,36E-12,2,69E-10
152,TRINITY_DN1138_c0_g3,TRINITY_DN1138_c0_g3_i2,5MMP_ARATH,-1,2821,3,5806,4,79E-07,5,73E-06
153,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i1,MYB44_ARATH,-1,5253,4,2796,4,61E-13,2,25E-11
154,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i1,MYB44_ARATH,-1,5253,4,2796,4,61E-13,2,25E-11
155,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i3,MYB44_ARATH,-0,752,4,316,3,00E-08,4,73E-07
156,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i3,MYB44_ARATH,-0,752,4,316,3,00E-08,4,73E-07
157,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i3,MYB44_ARATH,-0,752,4,316,3,00E-08,4,73E-07
158,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i5,MYB73_ARATH,-1,3099,4,336,7,36E-12,2,69E-10
159,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i5,MYB73_ARATH,-1,3099,4,336,7,36E-12,2,69E-10
160,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i5,MYB73_ARATH,-1,3099,4,336,7,36E-12,2,69E-10
161,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i7,MYB73_ARATH,-2,8187,4,2911,1,40E-20,4,56E-18
162,TRINITY_DN1142_c0_g1,TRINITY_DN1142_c0_g1_i7,MYB73_ARATH,-2,8187,4,2911,1,40E-20,4,56E-18
163,TRINITY_DN11450_c0_g1,TRINITY_DN11450_c0_g1_i10,NANA_ARATH,1,5128,2,6985,2,44E-04,1,51E-03
164,TRINITY_DN11451_c0_g2,TRINITY_DN11451_c0_g2_i1,CFI1_FRAAN,1,1763,4,2968,1,17E-10,3,18E-09
165,TRINITY_DN11451_c0_g2,TRINITY_DN11451_c0_g2_i1,CFI1_FRAAN,1,1763,4,2968,1,17E-10,3,18E-09
166,TRINITY_DN11466_c0_g1,TRINITY_DN11466_c0_g1_i2,BPS1_ARATH,-1,1966,4,0403,1,88E-09,3,87E-08
167,TRINITY_DN11466_c0_g1,TRINITY_DN11466_c0_g1_i2,BPS1_ARATH,-1,1966,4,0403,1,88E-09,3,87E-08
168,TRINITY_DN11466_c0_g1,TRINITY_DN11466_c0_g1_i21,BPS1_ARATH,-1,8154,3,0088,9,57E-07,1,06E-05
169,TRINITY_DN11466_c0_g1,TRINITY_DN11466_c0_g1_i21,BPS1_ARATH,-1,8154,3,0088,9,57E-07,1,06E-05
170,TRINITY_DN1148_c0_g2,TRINITY_DN1148_c0_g2_i1,VICHY_VICSN,-1,064,3,6457,1,91E-06,1,99E-05
171,TRINITY_DN11523_c0_g1,TRINITY_DN11523_c0_g1_i1,PS6AA_ARATH,2,7071,3,3721,1,33E-03,6,73E-03
172,TRINITY_DN11523_c0_g1,TRINITY_DN11523_c0_g1_i23,PRS6A_BRACM,0,7637,4,4842,3,75E-09,7,23E-08
173,TRINITY_DN1154_c0_g1,TRINITY_DN1154_c0_g1_i3,HSL1_ARATH,-9,1096,2,2283,9,57E-07,1,06E-05
174,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i11,ADH1_TRIRP,-3,393,8,4707,5,79E-07,6,92E-06
175,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i11,ADH1_TRIRP,-3,393,8,4707,5,79E-07,6,92E-06
176,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i11,ADH1_TRIRP,-3,393,8,4707,5,79E-07,6,92E-06
177,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i11,ADH1_TRIRP,-3,393,8,4707,5,79E-07,6,92E-06
178,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i18,ADH1_PEA,-4,2748,7,2843,2,97E-07,3,80E-06
179,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i18,ADH1_PEA,-4,2748,7,2843,2,97E-07,3,80E-06
180,TRINITY_DN11541_c1_g1,TRINITY_DN11541_c1_g1_i18,ADH1_PEA,-4,2748,7,2843,2,97E-07,3,80E-06
181,TRINITY_DN11549_c0_g1,TRINITY_DN11549_c0_g1_i7,E13G_TOBAC,2,3586,6,0963,5,13E-06,4,94E-05
182,TRINITY_DN11559_c0_g1,TRINITY_DN11559_c0_g1_i1,CKL1_ARATH,-0,6738,3,6248,3,06E-05,2,37E-04
183,TRINITY_DN11559_c0_g1,TRINITY_DN11559_c0_g1_i1,CKL1_ARATH,-0,6738,3,6248,3,06E-05,2,37E-04
184,TRINITY_DN11574_c0_g1,TRINITY_DN11574_c0_g1_i2,LIL31_ARATH,1,2285,2,5856,1,95E-03,9,27E-03
185,TRINITY_DN1159_c0_g1,TRINITY_DN1159_c0_g1_i2,DR100_ARATH,1,1869,2,6009,3,91E-03,1,70E-02
186,TRINITY_DN1159_c0_g1,TRINITY_DN1159_c0_g1_i2,DR100_ARATH,1,1869,2,6009,3,91E-03,1,70E-02
187,TRINITY_DN1159_c0_g1,TRINITY_DN1159_c0_g1_i2,DR100_ARATH,1,1869,2,6009,3,91E-03,1,70E-02
